2020-05-12 22:50:27,119 WARN  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Deployment property file not found: null/deployment.properties
2020-05-12 22:50:28,935 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2020-05-12 22:50:28,935 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false, "applications" : [{"name" : "Application", "tier" : "Unlimited", "id" : 32, "status" : "APPROVED", "description" : "ApplicationDescription", "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "DEFAULT"}, {"name" : "AppTokenJWT", "tier" : "Unlimited", "id" : 33, "status" : "APPROVED", "description" : "ApplicationDescription", "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "JWT"}, {"name" : "DefaultApplication", "tier" : "Unlimited", "id" : 31, "status" : "APPROVED", "description" : null, "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "DEFAULT"}]}
2020-05-12 22:50:28,958 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2020-05-12 22:50:28,959 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false, "status" : "APPROVED"}
2020-05-12 22:50:28,976 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2020-05-12 22:50:28,977 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false, "applications" : [{"name" : "Application", "tier" : "Unlimited", "id" : 32, "status" : "APPROVED", "description" : "ApplicationDescription", "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "DEFAULT"}, {"name" : "AppTokenDEFAULT", "tier" : "Unlimited", "id" : 34, "status" : "APPROVED", "description" : "ApplicationDescription", "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "DEFAULT"}, {"name" : "AppTokenJWT", "tier" : "Unlimited", "id" : 33, "status" : "APPROVED", "description" : "ApplicationDescription", "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "JWT"}, {"name" : "DefaultApplication", "tier" : "Unlimited", "id" : 31, "status" : "APPROVED", "description" : null, "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "DEFAULT"}]}
2020-05-12 22:50:28,999 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2020-05-12 22:50:28,999 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false, "status" : "APPROVED"}
2020-05-12 22:50:29,019 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2020-05-12 22:50:29,019 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false, "applications" : [{"name" : "Application", "tier" : "Unlimited", "id" : 32, "status" : "APPROVED", "description" : "ApplicationDescription", "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "DEFAULT"}, {"name" : "AppTokenDEFAULT", "tier" : "Unlimited", "id" : 34, "status" : "APPROVED", "description" : "ApplicationDescription", "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "DEFAULT"}, {"name" : "AppTokenJWT", "tier" : "Unlimited", "id" : 33, "status" : "APPROVED", "description" : "ApplicationDescription", "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "JWT"}, {"name" : "AppTokenOAuth", "tier" : "Unlimited", "id" : 35, "status" : "APPROVED", "description" : "ApplicationDescription", "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "OAuth"}, {"name" : "DefaultApplication", "tier" : "Unlimited", "id" : 31, "status" : "APPROVED", "description" : null, "apiCount" : 0, "groupId" : "", "isBlacklisted" : false, "owner" : "AppCreationPosSubscriber", "tokenType" : "DEFAULT"}]}
2020-05-12 22:50:29,227 INFO  [org.wso2.am.integration.test.utils.clients.APIStoreRestClient] - Login to Store https://localhost:9443/store as the user AppCreationNegSubscriberA
2020-05-12 22:50:29,295 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2020-05-12 22:50:29,295 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false, "status" : "APPROVED"}
2020-05-12 22:50:29,314 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response code : 200
2020-05-12 22:50:29,314 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response data : {"error" : true, "message" : " A duplicate application already exists by the name - Application_duplicate"}
2020-05-12 22:50:29,359 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Code : 200
2020-05-12 22:50:29,359 INFO  [org.wso2.am.scenario.test.common.ScenarioTestBase] - Response Message : {"error" : false, "status" : "APPROVED"}
2020-05-12 22:50:29,383 INFO  [org.wso2.am.integration.test.utils.clients.APIStoreRestClient] - Login to Store https://localhost:9443/store as the user AppCreationNegSubscriberB
2020-05-12 22:50:29,491 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application token is not generated. Response code : 200
2020-05-12 22:50:29,491 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application token is not generated. Response data : {"error" : true, "message" : "Error occurred while executing the action generateApplicationKey"}
2020-05-12 22:50:29,539 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application token is not generated. Response code : 200
2020-05-12 22:50:29,540 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application token is not generated. Response data : {"error" : true, "message" : "Error occurred while executing the action generateApplicationKey"}
2020-05-12 22:50:29,561 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response code : 200
2020-05-12 22:50:29,562 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response data : {"error" : true, "message" : " Application name cannot contain leading or trailing white spaces"}
2020-05-12 22:50:29,585 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response code : 200
2020-05-12 22:50:29,585 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response data : {"error" : true, "message" : "Invalid inputs [\"application\"]"}
2020-05-12 22:50:29,600 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response code : 200
2020-05-12 22:50:29,600 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response data : {"error" : true, "message" : " Application Name is empty."}
2020-05-12 22:50:29,616 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response code : 200
2020-05-12 22:50:29,617 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response data : {"error" : true, "message" : "Specified application tier does not exist."}
2020-05-12 22:50:29,636 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response code : 200
2020-05-12 22:50:29,636 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response data : {"error" : true, "message" : "Specified application tier does not exist."}
2020-05-12 22:50:29,655 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response code : 200
2020-05-12 22:50:29,655 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response data : {"error" : true, "message" : " Missing parameters."}
2020-05-12 22:50:29,673 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response code : 200
2020-05-12 22:50:29,674 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response data : {"error" : true, "message" : " Missing parameters."}
2020-05-12 22:50:29,691 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response code : 200
2020-05-12 22:50:29,691 INFO  [org.wso2.am.scenario.tests.register.application.ApplicationCreationNegativeTestCases] - Verify application is not created. Response data : {"error" : true, "message" : "Specified application tier does not exist."}
2020-05-12 22:50:29,691 INFO  [org.wso2.am.integration.test.utils.clients.APIStoreRestClient] - Login to Store https://localhost:9443/store as the user AppCreationNegSubscriberA
